st_case,veh_no,per_no,person_type,inj_sev,seat_pos,rest_use,air_bag,ejection,doa,make,car_year,model,body_class,min_veh_weight,max_veh_weight,fatal,num_occupants,deaths_in_vehicle,vehicle_age,fatals_crash,persons_total,HARM_EV,manner_collision,hour,ems_arrival_hour,drive_type_id,drive_train,overall_front_safetyrating,front_passenger_safetyrating,front_driver_safetyrating,rollover_risk,curb_weight,car_height,car_width,car_length
80549,1,2,2,4,13,20,NA,0,7,VOLKSWAGEN,2004,JETTA,Sedan/Saloon,11,11,1,2,2,19,2,2,59,0,1,1,NA,NA,NA,5,5,0,1380,1444,1735,4379
80550,1,1,1,4,11,3,NA,0,7,DODGE,2019,DURANGO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,1,3,1,4,1,5,12,6,12,NA,24,NA,4,4,3,0.198,2157,1801,1925,5100
80550,1,2,2,3,13,3,NA,0,0,DODGE,2019,DURANGO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,3,1,4,1,5,12,6,12,NA,24,NA,4,4,3,0.198,2157,1801,1925,5100
80550,1,3,2,3,23,3,3,0,0,DODGE,2019,DURANGO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,3,1,4,1,5,12,6,12,NA,24,NA,4,4,3,0.198,2157,1801,1925,5100
80557,1,1,1,0,11,3,20,0,0,SUBARU,2020,IMPREZA,Hatchback/Liftback/Notchback,11,11,0,1,0,3,1,1,8,0,21,NA,3,AWD,5,5,5,0.095,1380,1455,1778,4625
80560,1,1,1,0,11,3,20,0,0,FORD,2005,FOCUS,Sedan/Saloon,11,11,0,1,0,18,1,1,8,0,19,NA,NA,NA,NA,4,4.5,0,1220,1440,1700,4318
80562,1,1,1,3,11,20,1,1,0,MAZDA,2004,MAZDA3,Sedan/Saloon,11,11,0,2,1,19,1,2,25,0,21,21,NA,NA,NA,NA,4,0,1280,1465,1755,4490
80562,1,2,2,4,13,20,1,1,0,MAZDA,2004,MAZDA3,Sedan/Saloon,11,11,1,2,1,19,1,2,25,0,21,21,NA,NA,NA,NA,4,0,1280,1465,1755,4490
80563,1,1,1,0,11,20,20,0,0,GMC,2015,TERRAIN,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,8,1,1,8,0,18,18,3,AWD,4,4,5,0.174,1781,1684,1842,4707
80570,1,1,1,4,11,20,1,0,7,HONDA,2002,ACCORD,Sedan/Saloon,11,11,1,1,1,21,1,1,39,0,5,5,NA,NA,NA,4.5,5,0,1395,1410,1786,4816
80571,1,1,1,4,11,3,1,0,0,MERCURY,1998,SABLE,Sedan/Saloon,11,11,1,2,1,25,1,3,12,2,15,NA,NA,NA,NA,4,4,0,1519,1407,1854,5075
80571,1,2,2,1,13,3,1,0,0,MERCURY,1998,SABLE,Sedan/Saloon,11,11,0,2,1,25,1,3,12,2,15,NA,NA,NA,NA,4,4,0,1519,1407,1854,5075
80575,7,1,1,1,11,3,20,0,0,NISSAN,2015,VERSA,Sedan/Saloon,11,11,0,NA,NA,NA,1,24,12,7,16,16,1,FWD,3,3,4,0.147,1093,1514,1694,4455
80575,9,1,1,0,11,3,20,0,0,SUBARU,2013,XV CROSSTREK,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,2,0,10,1,24,12,7,16,16,3,AWD,NA,NA,NA,0,1470,1615,1780,4450
80575,9,2,2,0,13,3,20,0,0,SUBARU,2013,XV CROSSTREK,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,2,0,10,1,24,12,7,16,16,3,AWD,NA,NA,NA,0,1470,1615,1780,4450
80576,1,1,1,2,11,3,1,0,0,JEEP,2007,GRAND CHEROKEE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,2,12,6,15,NA,2,4WD,NA,5,5,0.191,1980,1740,1870,4750
80576,2,1,1,4,11,20,NA,1,7,CHEVROLET,2018,MALIBU,Sedan/Saloon,11,11,1,1,1,5,1,2,12,6,15,NA,1,FWD,5,4,5,0.102,1422,1455,1854,4923
90011,1,1,1,0,11,NA,20,0,0,SUBARU,2016,WRX,Sedan/Saloon,11,11,0,1,0,7,1,1,8,0,18,NA,3,AWD,NA,NA,NA,0,1481,1475,1795,4595
90014,1,1,1,4,11,20,NA,0,7,CHEVROLET,2019,TAHOE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,1,1,1,4,1,1,42,0,16,16,2,4WD,4,4,4,0.219,2520,1890,2045,5182
90017,1,1,1,4,11,20,NA,0,0,GMC,2011,ACADIA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,1,1,1,12,1,1,39,0,12,12,3,AWD,4,4,5,0.155,2203,1760,1986,5103
90020,1,1,1,4,11,NA,99,0,7,ACURA,2002,RSX,Hatchback/Liftback/Notchback,11,11,1,1,1,21,1,1,42,0,0,0,NA,NA,NA,5,5,0,1216,1390,1725,4374
90022,1,1,1,3,11,20,1,0,0,ACURA,2003,CL,Coupe,11,11,0,1,0,20,1,2,12,2,NA,NA,NA,NA,NA,NA,NA,0,1572,1399,1788,4851
90022,2,1,1,4,11,20,1,0,0,FORD,2003,FOCUS,Sedan/Saloon,11,11,1,1,1,20,1,2,12,2,NA,NA,NA,NA,NA,4,4.666666666666667,0,1200,1435,1700,4270
90023,2,1,1,2,11,NA,NA,0,0,INFINITI,2015,Q50,Sedan/Saloon,11,11,0,4,1,8,1,7,12,2,18,18,3,AWD,4,3,4,0.097,1759,1445,1824,4783
90023,2,2,2,4,23,NA,NA,0,7,INFINITI,2015,Q50,Sedan/Saloon,11,11,1,4,1,8,1,7,12,2,18,18,3,AWD,4,3,4,0.097,1759,1445,1824,4783
90023,2,3,2,3,13,NA,NA,0,0,INFINITI,2015,Q50,Sedan/Saloon,11,11,0,4,1,8,1,7,12,2,18,18,3,AWD,4,3,4,0.097,1759,1445,1824,4783
90023,2,4,2,3,21,NA,NA,0,0,INFINITI,2015,Q50,Sedan/Saloon,11,11,0,4,1,8,1,7,12,2,18,18,3,AWD,4,3,4,0.097,1759,1445,1824,4783
90029,3,1,1,1,11,3,1,0,0,BMW,2017,X1,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,2,1,6,1,5,12,1,13,14,3,AWD,NA,NA,NA,0,1608,1590,1821,4455
90029,3,2,2,4,13,3,1,0,0,BMW,2017,X1,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,2,1,6,1,5,12,1,13,14,3,AWD,NA,NA,NA,0,1608,1590,1821,4455
90037,1,1,1,0,11,3,20,0,0,SUBARU,2017,FORESTER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,6,1,1,8,0,15,NA,3,AWD,4,4,5,0.169,1515,1735,1795,4600
90039,1,1,1,4,11,3,20,0,7,HYUNDAI,2004,ELANTRA,Sedan/Saloon,11,11,1,1,1,19,1,1,42,0,21,NA,NA,NA,NA,4,5,0,1215,1433,1720,4503
90040,1,1,1,0,11,3,20,0,0,TOYOTA,1994,COROLLA,Sedan/Saloon,11,11,0,1,0,29,1,2,8,0,19,NA,NA,NA,NA,4,4,0,1050,1360,1685,4290
90040,2,1,1,0,11,NA,20,0,0,HONDA,2003,ACCORD,Sedan/Saloon,11,11,0,1,0,20,1,2,8,0,19,NA,NA,NA,NA,5,5,0,1390,1440,1760,4735
90042,1,1,1,4,11,NA,20,1,0,SUBARU,2007,LEGACY,Sedan/Saloon,11,11,1,1,1,16,1,1,35,0,22,22,3,AWD,NA,5,5,0.0535,1515,1425,1730,4730
90043,2,1,1,0,11,3,20,0,0,CHEVROLET,2015,EQUINOX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,8,1,2,12,8,19,20,3,AWD,4,4,5,0.174,1779,1684,1842,4769
90052,1,1,1,1,11,3,20,0,0,HYUNDAI,2020,ELANTRA,Sedan/Saloon,11,11,0,2,0,3,1,3,12,6,NA,NA,1,FWD,4,4,4,0.107,1281,1435,1800,4620
90052,1,2,2,1,13,3,3,0,0,HYUNDAI,2020,ELANTRA,Sedan/Saloon,11,11,0,2,0,3,1,3,12,6,NA,NA,1,FWD,4,4,4,0.107,1281,1435,1800,4620
90056,1,1,1,0,11,3,20,0,0,SUBARU,2007,OUTBACK,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,16,1,1,8,0,16,NA,3,AWD,NA,5,5,0.0795,1525,1600,1770,4729
90059,1,1,1,4,11,NA,99,0,7,HONDA,1995,CIVIC,Coupe,11,11,1,1,1,28,1,2,35,0,11,NA,NA,NA,NA,3.5,3,0,1068,1346,1700,4400
90063,2,1,1,3,11,20,NA,0,0,ACURA,2005,TL,Sedan/Saloon,11,11,0,3,0,18,1,4,12,2,16,NA,NA,NA,NA,5,5,0,1614,1445,1821,4760
90063,2,2,2,1,13,20,NA,0,0,ACURA,2005,TL,Sedan/Saloon,11,11,0,3,0,18,1,4,12,2,16,NA,NA,NA,NA,5,5,0,1614,1445,1821,4760
90063,2,3,2,1,23,NA,NA,0,0,ACURA,2005,TL,Sedan/Saloon,11,11,0,3,0,18,1,4,12,2,16,NA,NA,NA,NA,5,5,0,1614,1445,1821,4760
90064,1,1,1,4,11,20,1,0,NA,VOLVO,2003,S80,Sedan/Saloon,11,11,1,1,1,20,1,1,30,0,18,NA,NA,NA,NA,5,5,0,1588,1445,1832,4822
90066,1,1,1,4,11,20,1,0,7,LINCOLN,1992,TOWN CAR,Sedan/Saloon,11,11,1,1,1,31,1,1,42,0,19,NA,NA,NA,NA,NA,5,0,1845,1440,1986,5471
90067,2,1,1,4,11,NA,1,0,0,SUBARU,2015,IMPREZA,Wagon,11,11,1,1,1,8,1,3,12,1,9,9,3,AWD,4,4,4,0.099,1355,1475,1740,4580
90073,1,1,1,0,11,3,20,0,0,SUBARU,2008,OUTBACK,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,15,1,2,12,7,17,17,3,AWD,NA,5,5,0.159,1560,1656,1755,4793
90075,2,1,1,2,11,3,1,0,0,JEEP,2006,GRAND CHEROKEE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,NA,NA,NA,1,2,12,6,16,NA,2,4WD,NA,5,5,0.191,1996,1700,1870,4740
90076,1,1,1,4,11,3,NA,0,0,HONDA,1999,ACCORD,Sedan/Saloon,11,11,1,1,1,24,1,1,53,0,1,NA,NA,NA,NA,4,4,0,1365,1400,1786,4765
90081,1,1,1,4,11,NA,NA,0,NA,SUBARU,2015,OUTBACK,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,8,1,1,24,0,1,1,3,AWD,5,5,5,0.175,1699,1679,1839,4816
90083,2,1,1,3,11,NA,99,0,0,HONDA,2003,CIVIC,Sedan/Saloon,11,11,0,4,1,20,1,6,12,6,2,2,NA,NA,NA,5,5,0,1181,1430,1700,4435
90083,2,2,2,4,21,NA,2,0,0,HONDA,2003,CIVIC,Sedan/Saloon,11,11,1,4,1,20,1,6,12,6,2,2,NA,NA,NA,5,5,0,1181,1430,1700,4435
90083,2,3,2,3,13,NA,1,0,0,HONDA,2003,CIVIC,Sedan/Saloon,11,11,0,4,1,20,1,6,12,6,2,2,NA,NA,NA,5,5,0,1181,1430,1700,4435
90083,2,4,2,3,NA,NA,2,0,0,HONDA,2003,CIVIC,Sedan/Saloon,11,11,0,4,1,20,1,6,12,6,2,2,NA,NA,NA,5,5,0,1181,1430,1700,4435
90090,1,1,1,0,11,NA,20,0,0,JEEP,2013,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,1,8,0,19,20,2,4WD,NA,NA,NA,0.279,1740,1842,1872,4173
90091,1,1,1,3,11,NA,99,0,0,VOLVO,2010,S80,Sedan/Saloon,11,11,0,5,2,13,2,5,42,0,2,NA,3,AWD,NA,NA,NA,0,1784,1493,1861,4851
90091,1,2,2,4,29,NA,99,0,7,VOLVO,2010,S80,Sedan/Saloon,11,11,1,5,2,13,2,5,42,0,2,NA,3,AWD,NA,NA,NA,0,1784,1493,1861,4851
90091,1,3,2,4,29,NA,99,0,7,VOLVO,2010,S80,Sedan/Saloon,11,11,1,5,2,13,2,5,42,0,2,NA,3,AWD,NA,NA,NA,0,1784,1493,1861,4851
90091,1,4,2,3,13,20,99,0,0,VOLVO,2010,S80,Sedan/Saloon,11,11,0,5,2,13,2,5,42,0,2,NA,3,AWD,NA,NA,NA,0,1784,1493,1861,4851
90091,1,5,2,3,22,20,99,0,0,VOLVO,2010,S80,Sedan/Saloon,11,11,0,5,2,13,2,5,42,0,2,NA,3,AWD,NA,NA,NA,0,1784,1493,1861,4851
90094,1,1,1,3,11,20,20,1,0,HONDA,1993,CIVIC,Coupe,11,11,0,2,1,30,1,2,33,0,22,NA,NA,NA,NA,4,3,0,1000,1345,1695,4070
90094,1,2,2,4,13,3,20,0,7,HONDA,1993,CIVIC,Coupe,11,11,1,2,1,30,1,2,33,0,22,NA,NA,NA,NA,4,3,0,1000,1345,1695,4070
90102,1,1,1,4,11,NA,99,2,7,HONDA,2003,ACCORD,Sedan/Saloon,11,11,1,1,1,20,1,2,12,2,4,4,NA,NA,NA,5,5,0,1390,1440,1760,4735
90107,2,1,1,4,11,20,1,0,7,HONDA,1997,CIVIC,Coupe,11,11,1,1,1,26,1,2,12,2,20,20,NA,NA,NA,4.5,4,0,1135,1375,1695,4450
90118,1,1,1,0,11,3,20,0,0,SUBARU,2018,FORESTER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,5,1,3,12,6,15,16,3,AWD,4,4,5,0.169,1586,1735,1795,4595
90119,1,1,1,4,11,NA,99,0,0,MASERATI,2016,GHIBLI,Sedan/Saloon,11,11,1,NA,NA,NA,1,3,33,0,20,20,3,AWD,NA,NA,NA,0,1930,1461,1946,4971
90119,1,2,2,3,13,NA,99,0,0,MASERATI,2016,GHIBLI,Sedan/Saloon,11,11,0,NA,NA,NA,1,3,33,0,20,20,3,AWD,NA,NA,NA,0,1930,1461,1946,4971
90119,1,3,2,3,23,NA,99,0,0,MASERATI,2016,GHIBLI,Sedan/Saloon,11,11,0,NA,NA,NA,1,3,33,0,20,20,3,AWD,NA,NA,NA,0,1930,1461,1946,4971
90120,1,1,1,4,11,3,NA,0,0,BUICK,2018,ENCORE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,NA,NA,NA,1,1,57,0,16,16,3,AWD,5,5,5,0.179,1525,1656,1775,4277
90136,1,1,1,4,11,20,NA,2,0,HONDA,2013,ODYSSEY,Minivan,12,12,1,1,1,10,1,1,35,0,18,18,1,FWD,5,5,5,0.127,1999,1735,2012,5154
90140,2,1,1,4,11,3,1,0,7,LINCOLN,1999,TOWN CAR,Sedan/Saloon,11,11,1,2,1,24,1,3,12,6,13,NA,NA,NA,NA,NA,NA,0,1846,1461,1986,5469
90140,2,2,2,3,13,3,1,0,0,LINCOLN,1999,TOWN CAR,Sedan/Saloon,11,11,0,2,1,24,1,3,12,6,13,NA,NA,NA,NA,NA,NA,0,1846,1461,1986,5469
90145,1,1,1,4,11,NA,99,0,7,HONDA,1998,ACCORD,Sedan/Saloon,11,11,1,1,1,25,1,1,35,0,23,0,NA,NA,NA,4,4,0,1350,1410,1755,4795
90147,2,1,1,2,11,3,3,0,0,SUBARU,2015,FORESTER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,8,1,3,12,8,1,NA,3,AWD,4,4,5,0.169,1525,1732,1796,4409
90148,1,1,1,4,11,20,NA,1,0,DODGE,2016,DART,Sedan/Saloon,11,11,1,1,1,7,1,1,33,0,22,22,1,FWD,5,4,5,0.107,1446,1466,1829,4671
90153,1,1,1,3,11,3,NA,0,0,SUBARU,2010,OUTBACK,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,13,1,2,12,2,15,NA,3,AWD,NA,5,5,0.174,1580,1669,1786,4785
90153,2,1,1,4,11,20,NA,0,0,HONDA,2005,ACCORD,Coupe,11,11,1,1,1,18,1,2,12,2,15,NA,NA,NA,NA,5,5,0,1450,1450,1811,4810
90166,1,1,1,4,11,NA,99,0,7,VOLVO,2010,XC60,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,13,2,3,12,2,16,NA,3,AWD,NA,NA,NA,0,1845,1713,1891,4627
90168,1,1,1,4,11,NA,99,0,7,CHEVROLET,2004,CORVETTE,Coupe,11,11,1,1,1,19,1,1,57,0,15,NA,NA,NA,NA,NA,NA,0,1473,1212,1869,4564
90170,1,1,1,4,11,NA,NA,1,7,HONDA,2000,CIVIC,Coupe,11,11,1,2,2,23,2,2,30,0,1,NA,NA,NA,NA,4,4,0,1150,1375,1700,4450
90170,1,2,2,4,13,NA,NA,1,7,HONDA,2000,CIVIC,Coupe,11,11,1,2,2,23,2,2,30,0,1,NA,NA,NA,NA,4,4,0,1150,1375,1700,4450
90172,1,1,1,0,11,3,NA,0,0,VOLKSWAGEN,2002,JETTA,Sedan/Saloon,11,11,0,2,0,21,1,5,12,6,1,1,NA,NA,NA,5,5,0,1300,1445,1735,4379
90172,1,2,2,0,13,3,NA,0,0,VOLKSWAGEN,2002,JETTA,Sedan/Saloon,11,11,0,2,0,21,1,5,12,6,1,1,NA,NA,NA,5,5,0,1300,1445,1735,4379
90172,3,1,1,0,11,3,1,0,0,HONDA,2000,CIVIC,Hatchback/Liftback/Notchback,11,11,0,1,0,23,1,5,12,6,1,1,NA,NA,NA,4,4,0,1150,1375,1700,4450
90178,1,1,1,4,11,3,NA,0,7,HONDA,2005,PILOT,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,2,1,18,1,2,24,0,3,NA,NA,NA,NA,5,5,0.159,1970,1821,1969,4775
90178,1,2,2,3,13,3,NA,0,0,HONDA,2005,PILOT,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,2,1,18,1,2,24,0,3,NA,NA,NA,NA,5,5,0.159,1970,1821,1969,4775
90180,1,1,1,0,11,3,20,0,0,SUBARU,2014,LEGACY,Sedan/Saloon,11,11,0,1,0,9,1,2,12,6,17,17,3,AWD,5,5,5,0.101,1486,1506,1821,4735
90190,1,1,1,4,11,20,NA,0,0,GMC,2015,TERRAIN,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,3,1,8,1,4,12,7,12,12,3,AWD,4,4,5,0.174,1781,1684,1842,4707
90190,1,2,2,1,21,3,20,0,0,GMC,2015,TERRAIN,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,3,1,8,1,4,12,7,12,12,3,AWD,4,4,5,0.174,1781,1684,1842,4707
90190,1,3,2,1,13,3,NA,0,0,GMC,2015,TERRAIN,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,3,1,8,1,4,12,7,12,12,3,AWD,4,4,5,0.174,1781,1684,1842,4707
90197,1,1,1,4,11,NA,1,0,0,CHEVROLET,2005,MALIBU,Sedan/Saloon,11,11,1,2,1,18,1,2,23,0,1,1,NA,NA,NA,5,5,0,1488,1463,1760,4808
90197,1,2,2,3,13,NA,1,0,0,CHEVROLET,2005,MALIBU,Sedan/Saloon,11,11,0,2,1,18,1,2,23,0,1,1,NA,NA,NA,5,5,0,1488,1463,1760,4808
90200,1,1,1,0,11,3,20,0,0,CHEVROLET,2005,EXPRESS,Cargo Van,12,12,0,1,0,18,1,4,14,0,21,NA,7,RWD,NA,5,5,0,2393,2073,2017,5382
90203,2,1,1,4,11,3,NA,0,0,HONDA,2015,CR-V,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,8,1,2,12,1,1,2,3,AWD,4,4,5,0.174,1595,1643,1819,4557
90206,1,1,1,0,11,3,20,0,0,FORD,2010,TAURUS,Sedan/Saloon,11,11,0,1,0,13,1,1,8,0,17,17,3,AWD,NA,5,5,0.113,1779,1542,1935,5154
90208,1,1,1,0,11,3,20,0,0,NISSAN,2015,ALTIMA,Sedan/Saloon,11,11,0,NA,NA,NA,1,3,8,0,19,19,1,FWD,5,4,5,0.103,1450,1471,1831,4864
90208,1,2,2,0,21,3,20,0,0,NISSAN,2015,ALTIMA,Sedan/Saloon,11,11,0,NA,NA,NA,1,3,8,0,19,19,1,FWD,5,4,5,0.103,1450,1471,1831,4864
90213,1,1,1,4,11,3,1,0,7,NISSAN,2002,MAXIMA,Sedan/Saloon,11,11,1,NA,NA,NA,2,2,12,2,2,2,NA,NA,NA,4,4,0,1497,1425,1786,4864
90213,2,1,1,4,11,3,1,0,7,BUICK,2004,LESABRE,Sedan/Saloon,11,11,1,NA,NA,NA,2,2,12,2,2,2,NA,NA,NA,5,4,0,1635,1438,1867,5080
90220,1,1,1,4,11,20,1,0,7,BUICK,2005,LACROSSE,Sedan/Saloon,11,11,1,NA,NA,NA,2,3,42,0,4,NA,NA,NA,NA,5,5,0,1580,1455,1852,5031
90220,1,2,2,4,13,20,20,0,0,BUICK,2005,LACROSSE,Sedan/Saloon,11,11,1,NA,NA,NA,2,3,42,0,4,NA,NA,NA,NA,5,5,0,1580,1455,1852,5031
90220,1,3,2,2,23,20,20,1,0,BUICK,2005,LACROSSE,Sedan/Saloon,11,11,0,NA,NA,NA,2,3,42,0,4,NA,NA,NA,NA,5,5,0,1580,1455,1852,5031
90222,2,1,1,2,11,3,1,0,0,CHEVROLET,2020,MALIBU,Sedan/Saloon,11,11,0,1,0,3,1,2,12,6,15,15,1,FWD,5,5,5,0.103,1422,1455,1854,4933
90234,1,1,1,0,11,3,20,0,0,FORD,2004,FOCUS,Wagon,11,11,0,4,0,19,1,5,12,7,19,19,NA,NA,NA,4,4.666666666666667,0,1195,1440,1700,4380
90234,1,2,2,0,21,3,20,0,0,FORD,2004,FOCUS,Wagon,11,11,0,4,0,19,1,5,12,7,19,19,NA,NA,NA,4,4.666666666666667,0,1195,1440,1700,4380
90234,1,3,2,0,23,3,20,0,0,FORD,2004,FOCUS,Wagon,11,11,0,4,0,19,1,5,12,7,19,19,NA,NA,NA,4,4.666666666666667,0,1195,1440,1700,4380
90234,1,4,2,0,13,3,20,0,0,FORD,2004,FOCUS,Wagon,11,11,0,4,0,19,1,5,12,7,19,19,NA,NA,NA,4,4.666666666666667,0,1195,1440,1700,4380
90237,1,1,1,3,11,3,1,0,0,ACURA,2002,RSX,Hatchback/Liftback/Notchback,11,11,0,1,0,21,1,2,12,6,18,NA,NA,NA,NA,5,5,0,1216,1390,1725,4374
90238,1,1,1,0,11,3,20,0,0,JEEP,2003,LIBERTY,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,1,8,0,18,NA,7,RWD,NA,4,5,0,1574,1775,1819,4435
90249,2,1,1,2,11,20,20,0,0,CHRYSLER,2002,PT CRUISER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,21,1,3,12,1,19,20,NA,NA,NA,4,4,0,1440,1600,1704,4288
90249,3,1,1,0,11,3,20,0,0,JEEP,2016,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,3,12,1,19,20,2,4WD,NA,NA,NA,0.279,1706,1801,1872,4173
90254,1,1,1,1,11,3,20,0,0,CADILLAC,2005,STS,Sedan/Saloon,11,11,0,1,0,18,1,2,9,0,22,22,NA,NA,NA,NA,NA,0,1767,1463,1842,4986
90259,2,1,1,2,11,NA,NA,0,0,SUBARU,2016,FORESTER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,2,1,7,1,4,12,2,9,NA,3,AWD,4,4,5,0.169,1525,1735,1796,4409
90259,2,2,2,4,13,3,NA,0,0,SUBARU,2016,FORESTER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,2,1,7,1,4,12,2,9,NA,3,AWD,4,4,5,0.169,1525,1735,1796,4409
90260,1,1,1,4,11,3,1,0,0,PONTIAC,2004,VIBE,Hatchback/Liftback/Notchback,11,11,1,1,1,19,1,2,12,2,12,NA,NA,NA,NA,5,5,0.14,1238,1585,1763,4351
90267,3,1,1,1,11,3,20,0,0,LINCOLN,2002,CONTINENTAL,Sedan/Saloon,11,11,0,1,0,21,1,4,12,1,11,12,NA,NA,NA,NA,NA,0,1772,1430,1890,5255
90269,1,1,1,4,11,20,NA,0,NA,CHRYSLER,2019,300,Sedan/Saloon,11,11,1,1,1,4,1,1,33,0,7,7,3,AWD,4,4,4,0.113,1936,1486,1905,5044
90270,1,1,1,4,11,3,20,0,7,HONDA,1999,CIVIC,Coupe,11,11,1,1,1,24,1,1,33,0,2,2,NA,NA,NA,4,4,0,1130,1389,1704,4448
90274,1,1,1,0,11,3,1,0,0,SUBARU,2015,LEGACY,Sedan/Saloon,11,11,0,1,0,8,1,1,8,0,8,NA,3,AWD,5,5,5,0.101,1568,1500,1840,4796
90285,1,1,1,4,11,20,NA,0,7,FORD,2007,EDGE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,16,1,1,33,0,23,NA,3,AWD,NA,4,5,0.14,1908,1702,1923,4796
90289,1,1,1,3,11,3,1,0,0,JEEP,2016,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,2,12,2,14,NA,2,4WD,NA,NA,NA,0.279,1706,1801,1872,4173
90292,1,1,1,0,11,NA,98,0,0,HYUNDAI,2003,SONATA,Sedan/Saloon,11,11,0,1,0,20,1,1,8,0,NA,NA,NA,NA,NA,4,4,0,1431,1420,1816,4745
90293,1,1,1,4,11,20,1,0,7,HONDA,2003,ACCORD,Sedan/Saloon,11,11,1,2,1,20,1,3,12,2,6,6,NA,NA,NA,5,5,0,1390,1440,1760,4735
90293,1,2,2,3,13,20,1,0,0,HONDA,2003,ACCORD,Sedan/Saloon,11,11,0,2,1,20,1,3,12,2,6,6,NA,NA,NA,5,5,0,1390,1440,1760,4735
100005,1,1,1,0,11,3,20,0,0,CHEVROLET,2017,COLORADO,Pickup,11,11,0,1,0,6,1,1,8,0,6,6,2,4WD,4,4,4.5,0.213,2034,1796,1887,5395
100013,1,1,1,0,11,3,20,0,0,HYUNDAI,2004,SONATA,Sedan/Saloon,11,11,0,1,0,19,1,1,8,0,6,6,NA,NA,NA,4,4,0,1460,1445,1815,4747
100015,1,1,1,0,11,3,20,0,0,CHEVROLET,2020,TAHOE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,1,0,3,1,1,8,0,18,18,2,4WD,4,4,4,0.219,2517,1890,2045,5182
100020,1,1,1,0,11,3,20,0,0,CHRYSLER,2006,SEBRING,Convertible/Cabriolet,11,11,0,1,0,17,1,2,8,0,20,20,1,FWD,NA,4,4,0,1385,1400,1793,4854
100021,1,1,1,1,11,3,NA,0,0,CHEVROLET,2018,EQUINOX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,2,0,5,1,5,12,7,15,15,3,AWD,5,5,5,0.1645,1593,1661,1844,4651
100021,1,2,2,1,13,3,NA,0,0,CHEVROLET,2018,EQUINOX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,2,0,5,1,5,12,7,15,15,3,AWD,5,5,5,0.1645,1593,1661,1844,4651
