st_case,veh_no,per_no,person_type,inj_sev,seat_pos,rest_use,air_bag,ejection,doa,make,car_year,model,body_class,min_veh_weight,max_veh_weight,fatal,num_occupants,deaths_in_vehicle,vehicle_age,fatals_crash,persons_total,HARM_EV,manner_collision,hour,ems_arrival_hour,drive_type_id,drive_train,overall_front_safetyrating,front_passenger_safetyrating,front_driver_safetyrating,rollover_risk,curb_weight,car_height,car_width,car_length
420358,2,1,1,3,11,3,NA,0,0,CHEVROLET,2018,MALIBU,Sedan/Saloon,11,11,0,1,0,5,1,3,12,6,17,17,1,FWD,5,4,5,0.102,1422,1455,1854,4923
420363,2,1,1,0,11,3,20,0,0,BUICK,2013,ENCLAVE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,NA,NA,NA,1,2,12,7,11,11,3,AWD,5,5,5,0.155,2258,1842,2007,5123
420367,1,1,1,4,11,20,NA,0,0,BUICK,1995,LESABRE,Sedan/Saloon,11,11,1,NA,NA,NA,1,4,12,2,18,NA,NA,NA,NA,3,5,0,1565,1425,1877,5080
420367,2,1,1,5,11,3,NA,0,0,CHRYSLER,2016,300,Sedan/Saloon,11,11,NA,3,0,7,1,4,12,2,18,NA,3,AWD,4,4,4,0.113,1950,1486,1905,5044
420367,2,2,2,2,13,3,NA,0,0,CHRYSLER,2016,300,Sedan/Saloon,11,11,0,3,0,7,1,4,12,2,18,NA,3,AWD,4,4,4,0.113,1950,1486,1905,5044
420367,2,3,2,2,23,3,NA,0,0,CHRYSLER,2016,300,Sedan/Saloon,11,11,0,3,0,7,1,4,12,2,18,NA,3,AWD,4,4,4,0.113,1950,1486,1905,5044
420368,1,1,1,5,11,3,NA,0,0,DODGE,2019,JOURNEY,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,NA,1,0,4,1,2,12,2,23,23,3,AWD,4,4,5,0.179,1950,1692,1834,4887
420371,1,1,1,0,11,1,20,0,0,JEEP,2018,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,1,8,0,22,NA,2,4WD,NA,NA,NA,0.279,2000,1870,1875,4890
420374,1,1,1,4,11,20,20,0,7,FORD,1993,PROBE,Hatchback/Liftback/Notchback,11,11,1,1,1,30,1,1,42,0,19,19,NA,NA,NA,3,3,0,1200,1310,1770,4470
420376,1,1,1,4,11,20,1,0,7,SUBARU,2011,OUTBACK,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,12,1,4,12,1,7,7,3,AWD,4,4,4,0.174,1622,1679,1821,4780
420377,1,1,1,3,11,NA,20,0,0,GMC,2017,TERRAIN,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,6,1,3,12,1,10,10,3,AWD,4,4,5,0.174,1765,1684,1849,4707
420386,1,1,1,4,11,20,1,1,0,CHEVROLET,2005,MALIBU,Sedan/Saloon,11,11,1,1,1,18,1,1,24,0,10,10,NA,NA,NA,5,5,0,1488,1463,1760,4808
420391,1,1,1,0,11,NA,1,0,0,FORD,1999,ESCORT,Wagon,11,11,0,4,0,24,1,5,12,6,19,NA,NA,NA,NA,3,3,0,1111,1346,1702,4536
420391,1,2,2,1,13,NA,1,0,0,FORD,1999,ESCORT,Wagon,11,11,0,4,0,24,1,5,12,6,19,NA,NA,NA,NA,3,3,0,1111,1346,1702,4536
420391,1,3,2,0,21,4,20,0,0,FORD,1999,ESCORT,Wagon,11,11,0,4,0,24,1,5,12,6,19,NA,NA,NA,NA,3,3,0,1111,1346,1702,4536
420391,1,4,2,1,23,NA,20,0,0,FORD,1999,ESCORT,Wagon,11,11,0,4,0,24,1,5,12,6,19,NA,NA,NA,NA,3,3,0,1111,1346,1702,4536
420394,1,1,1,0,11,20,20,0,0,DODGE,2008,AVENGER,Sedan/Saloon,11,11,0,1,0,15,1,3,12,6,20,NA,1,FWD,NA,5,5,0.118,1573,1496,1821,4831
420394,3,1,1,0,11,20,20,0,0,CHEVROLET,2011,TRAVERSE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,1,0,12,1,3,12,6,20,NA,3,AWD,4,4,5,0.155,2224,1849,1991,5207
420401,3,1,1,0,11,1,20,0,0,HONDA,2014,PILOT,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,1,0,9,1,3,12,6,16,NA,2,4WD,4,4,5,0.164,2069,1821,1994,4862
420402,2,1,1,4,11,20,20,0,7,HONDA,2001,S2000,Convertible/Cabriolet,11,11,1,2,1,22,1,10,12,7,14,NA,NA,NA,NA,NA,NA,0,1270,1285,1750,4135
420402,2,2,2,2,13,20,20,0,0,HONDA,2001,S2000,Convertible/Cabriolet,11,11,0,2,1,22,1,10,12,7,14,NA,NA,NA,NA,NA,NA,0,1270,1285,1750,4135
420402,3,1,3,2,NA,20,20,0,0,CHRYSLER,2018,PACIFICA,Minivan,12,12,0,NA,NA,NA,1,10,12,7,14,NA,1,FWD,5,5,5,0.116,1964,1775,2022,5177
420402,3,2,3,2,13,20,20,0,0,CHRYSLER,2018,PACIFICA,Minivan,12,12,0,NA,NA,NA,1,10,12,7,14,NA,1,FWD,5,5,5,0.116,1964,1775,2022,5177
420405,1,1,1,4,11,3,1,0,0,INFINITI,2002,G20,Sedan/Saloon,11,11,1,1,1,21,1,3,57,0,11,NA,NA,NA,NA,NA,NA,0,1335,1415,1710,4575
420407,2,1,1,3,11,3,NA,0,0,SUBARU,2014,OUTBACK,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,9,1,3,12,6,8,NA,3,AWD,5,5,5,0.174,1573,1669,1821,4785
420410,1,1,1,4,11,20,NA,0,7,FORD,2010,TAURUS,Sedan/Saloon,11,11,1,1,1,13,1,1,33,0,1,1,3,AWD,NA,5,5,0.113,1779,1542,1935,5154
420413,1,1,1,5,11,3,1,0,0,JEEP,2008,LIBERTY,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,NA,NA,NA,NA,1,2,42,0,16,NA,2,4WD,NA,5,5,0.228,1841,1778,1836,4493
420413,1,2,2,4,23,10,20,0,7,JEEP,2008,LIBERTY,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,NA,NA,NA,1,2,42,0,16,NA,2,4WD,NA,5,5,0.228,1841,1778,1836,4493
420418,1,1,1,4,11,3,20,0,7,CHEVROLET,2004,CAVALIER,Sedan/Saloon,11,11,1,1,1,19,1,2,12,1,23,23,NA,NA,NA,4,4,0,1180,1395,1700,4597
420421,2,1,2,4,13,3,20,0,7,CHEVROLET,2003,CAVALIER,Sedan/Saloon,11,11,1,2,2,20,2,3,12,1,23,23,NA,NA,NA,4,4,0,1202,1390,1725,4595
420421,2,2,1,4,11,20,1,1,7,CHEVROLET,2003,CAVALIER,Sedan/Saloon,11,11,1,2,2,20,2,3,12,1,23,23,NA,NA,NA,4,4,0,1202,1390,1725,4595
420425,1,1,1,3,11,3,1,0,0,HYUNDAI,2011,VERACRUZ,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,12,1,4,12,2,8,8,2,4WD,NA,NA,NA,0.159,1961,1760,1946,4841
420425,2,1,1,4,11,20,1,2,7,BUICK,1997,SKYLARK,Sedan/Saloon,11,11,1,NA,NA,NA,1,4,12,2,8,8,NA,NA,NA,4.5,4.5,0,1392,1407,1788,5049
420425,3,1,1,2,11,3,20,0,0,FORD,2002,FOCUS,Wagon,11,11,0,2,0,21,1,4,12,2,8,8,NA,NA,NA,4,4.666666666666667,0,1185,1448,1700,4392
420425,3,2,2,2,13,3,20,0,0,FORD,2002,FOCUS,Wagon,11,11,0,2,0,21,1,4,12,2,8,8,NA,NA,NA,4,4.666666666666667,0,1185,1448,1700,4392
420427,1,1,1,0,11,3,20,0,0,HONDA,2002,ACCORD,Sedan/Saloon,11,11,0,3,0,21,1,3,8,0,12,12,NA,NA,NA,4.5,5,0,1395,1410,1786,4816
420427,1,2,2,0,21,10,20,0,0,HONDA,2002,ACCORD,Sedan/Saloon,11,11,0,3,0,21,1,3,8,0,12,12,NA,NA,NA,4.5,5,0,1395,1410,1786,4816
420427,1,3,2,0,23,10,20,0,0,HONDA,2002,ACCORD,Sedan/Saloon,11,11,0,3,0,21,1,3,8,0,12,12,NA,NA,NA,4.5,5,0,1395,1410,1786,4816
420428,1,1,1,2,11,3,NA,0,0,SUBARU,2016,FORESTER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,7,1,5,12,6,17,17,3,AWD,4,4,5,0.169,1525,1735,1796,4409
420433,1,1,1,4,11,20,NA,2,7,JEEP,2007,GRAND CHEROKEE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,1,NA,NA,NA,1,1,33,0,0,0,2,4WD,NA,5,5,0.191,1980,1740,1870,4750
420434,1,1,1,4,11,3,NA,0,7,CHEVROLET,2012,EQUINOX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,11,1,1,16,0,12,NA,3,AWD,4,4,5,0.174,1779.4,1684,1842,4770
420441,1,1,1,4,11,20,1,0,0,MITSUBISHI,2003,ECLIPSE,Hatchback/Liftback/Notchback,11,11,1,2,1,20,1,2,42,0,20,20,NA,NA,NA,4,4,0,1350,1311,1735,4511
420441,1,2,2,3,13,3,1,0,0,MITSUBISHI,2003,ECLIPSE,Hatchback/Liftback/Notchback,11,11,0,2,1,20,1,2,42,0,20,20,NA,NA,NA,4,4,0,1350,1311,1735,4511
420447,1,1,1,4,11,20,20,0,7,PONTIAC,2005,SUNFIRE,Coupe,11,11,1,1,1,18,1,1,42,0,5,6,NA,NA,NA,4,4,0,1188,1392,1720,4590
420449,2,1,1,0,11,3,20,0,0,SATURN,2006,VUE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,3,0,17,1,4,8,0,20,21,3,AWD,NA,5,5,0.209,1622,1656,1816,4605
420449,2,2,2,0,21,3,20,0,0,SATURN,2006,VUE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,3,0,17,1,4,8,0,20,21,3,AWD,NA,5,5,0.209,1622,1656,1816,4605
420449,2,3,2,0,23,3,20,0,0,SATURN,2006,VUE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,3,0,17,1,4,8,0,20,21,3,AWD,NA,5,5,0.209,1622,1656,1816,4605
420450,1,1,1,4,11,NA,1,0,0,MAZDA,2004,MAZDA6,Hatchback/Liftback/Notchback,11,11,1,1,1,19,1,2,12,2,17,17,NA,NA,NA,5,5,0,1390,1435,1780,4680
420451,2,1,1,0,11,1,1,0,0,JEEP,2017,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,3,12,2,16,16,2,4WD,NA,NA,NA,0.279,1760,1841,1872,4173
420451,2,2,2,0,22,11,20,0,0,JEEP,2017,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,3,12,2,16,16,2,4WD,NA,NA,NA,0.279,1760,1841,1872,4173
420452,1,1,1,4,11,20,20,1,0,CADILLAC,2005,STS,Sedan/Saloon,11,11,1,1,1,18,1,4,57,0,13,13,NA,NA,NA,NA,NA,0,1767,1463,1842,4986
420452,2,1,1,0,11,3,20,0,0,CHEVROLET,2019,EQUINOX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,3,0,4,1,4,57,0,13,13,3,AWD,5,5,5,0.185,1571,1661,1844,4651
420452,2,2,2,0,13,3,20,0,0,CHEVROLET,2019,EQUINOX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,3,0,4,1,4,57,0,13,13,3,AWD,5,5,5,0.185,1571,1661,1844,4651
420452,2,3,2,0,21,3,20,0,0,CHEVROLET,2019,EQUINOX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,3,0,4,1,4,57,0,13,13,3,AWD,5,5,5,0.185,1571,1661,1844,4651
420453,2,1,1,4,11,3,99,0,7,SUBARU,2018,LEGACY,Sedan/Saloon,11,11,1,1,1,5,2,2,12,2,11,NA,3,AWD,5,5,5,0.101,1592,1506,1839,4796
420458,1,1,1,4,11,20,1,2,7,DODGE,2002,DAKOTA,Pickup,12,12,1,1,1,21,1,1,32,0,2,NA,NA,NA,NA,4.5,3.5,0,1859,1763,1816,5464
420460,2,1,1,4,11,20,NA,0,0,NISSAN,2015,VERSA,Sedan/Saloon,11,11,1,NA,NA,NA,2,6,12,6,21,NA,1,FWD,3,3,4,0.147,1093,1514,1694,4455
420460,2,2,2,4,13,20,1,0,7,NISSAN,2015,VERSA,Sedan/Saloon,11,11,1,NA,NA,NA,2,6,12,6,21,NA,1,FWD,3,3,4,0.147,1093,1514,1694,4455
420471,2,1,1,2,11,3,20,0,0,DODGE,2013,AVENGER,Sedan/Saloon,11,11,0,1,0,10,1,4,12,1,10,NA,1,FWD,4,3,5,0.118,1580,1486,1842,4884
420473,2,1,1,4,11,20,NA,0,7,MERCURY,2005,GRAND MARQUIS,Sedan/Saloon,11,11,1,1,1,18,1,6,12,2,12,12,NA,NA,NA,5,5,0,1828,1476,1989,5385
420474,2,1,1,0,11,3,20,0,0,JEEP,2015,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,2,9,0,21,NA,2,4WD,NA,NA,NA,0.279,1969,1801,1872,4684
420475,1,1,1,3,11,3,1,0,0,BMW,1997,328I,Sedan/Saloon,11,11,0,3,1,26,1,3,59,0,14,14,NA,NA,NA,4,4,0,1395,1393,1710,4433
420475,1,2,2,3,13,3,20,0,0,BMW,1997,328I,Sedan/Saloon,11,11,0,3,1,26,1,3,59,0,14,14,NA,NA,NA,4,4,0,1395,1393,1710,4433
420475,1,3,2,4,NA,20,20,1,0,BMW,1997,328I,Sedan/Saloon,11,11,1,3,1,26,1,3,59,0,14,14,NA,NA,NA,4,4,0,1395,1393,1710,4433
420480,1,1,1,4,11,1,20,0,7,MERCURY,2006,MONTEGO,Sedan/Saloon,11,11,1,2,1,17,1,2,42,0,6,NA,3,AWD,NA,5,5,0,1573,1527,1842,5098
420480,1,2,2,3,13,NA,99,0,0,MERCURY,2006,MONTEGO,Sedan/Saloon,11,11,0,2,1,17,1,2,42,0,6,NA,3,AWD,NA,5,5,0,1573,1527,1842,5098
420483,1,1,1,4,11,20,1,0,0,HYUNDAI,2002,SONATA,Sedan/Saloon,11,11,1,1,1,21,1,1,18,0,23,NA,NA,NA,NA,4,4,0,1415,1420,1815,4745
420485,2,1,1,0,11,NA,20,0,0,CHEVROLET,2018,CRUZE,Sedan/Saloon,11,11,0,3,0,5,1,4,12,6,17,NA,1,FWD,5,5,5,0.107,1321,1458,1791,4667
420485,2,2,2,0,21,NA,99,0,0,CHEVROLET,2018,CRUZE,Sedan/Saloon,11,11,0,3,0,5,1,4,12,6,17,NA,1,FWD,5,5,5,0.107,1321,1458,1791,4667
420485,2,3,2,0,NA,20,99,0,0,CHEVROLET,2018,CRUZE,Sedan/Saloon,11,11,0,3,0,5,1,4,12,6,17,NA,1,FWD,5,5,5,0.107,1321,1458,1791,4667
420487,1,1,1,4,11,20,1,0,7,NISSAN,1999,ALTIMA,Sedan/Saloon,11,11,1,NA,NA,NA,1,1,42,0,7,NA,NA,NA,NA,3,3,0,1320,1390,1730,4671
420492,2,1,1,3,11,20,1,0,0,FORD,2009,FUSION,Sedan/Saloon,11,11,0,2,0,14,1,3,12,6,19,NA,3,AWD,NA,5,5,0.092,1500,1372,1842,4831
420492,2,2,2,3,13,3,1,0,0,FORD,2009,FUSION,Sedan/Saloon,11,11,0,2,0,14,1,3,12,6,19,NA,3,AWD,NA,5,5,0.092,1500,1372,1842,4831
420497,1,1,1,4,11,20,20,0,7,HONDA,2004,CIVIC,Sedan/Saloon,11,11,1,2,1,19,1,3,12,6,14,14,NA,NA,NA,5,5,0,1195,1415,1715,4455
420497,1,2,2,5,13,NA,20,0,0,HONDA,2004,CIVIC,Sedan/Saloon,11,11,NA,2,1,19,1,3,12,6,14,14,NA,NA,NA,5,5,0,1195,1415,1715,4455
420498,1,1,1,4,11,NA,1,0,0,BUICK,2003,CENTURY,Sedan/Saloon,11,11,1,NA,NA,NA,1,2,12,7,15,15,NA,NA,NA,3,4,0,1518,1433,1852,4940
420508,1,1,1,4,11,20,3,0,7,INFINITI,2015,Q40,Sedan/Saloon,11,11,1,2,1,8,1,2,43,0,17,17,3,AWD,NA,NA,NA,0.101,1725,1468,1773,4795
420508,1,2,2,3,13,3,3,0,0,INFINITI,2015,Q40,Sedan/Saloon,11,11,0,2,1,8,1,2,43,0,17,17,3,AWD,NA,NA,NA,0.101,1725,1468,1773,4795
420511,1,1,1,5,11,NA,1,0,0,MERCEDES-BENZ,2008,C-CLASS,Sedan/Saloon,11,11,NA,1,0,15,1,2,12,2,3,NA,3,AWD,NA,4,4,0.105,1650,1447,1770,4581
420516,1,1,1,4,11,3,NA,0,7,CHEVROLET,2020,SPARK,Hatchback/Liftback/Notchback,11,11,1,2,1,3,1,3,12,1,20,20,1,FWD,NA,NA,NA,0,1046,1483,1598,3635
420516,1,2,2,0,21,3,20,0,0,CHEVROLET,2020,SPARK,Hatchback/Liftback/Notchback,11,11,0,2,1,3,1,3,12,1,20,20,1,FWD,NA,NA,NA,0,1046,1483,1598,3635
420516,2,1,1,5,11,3,1,0,0,CHRYSLER,2006,SEBRING,Convertible/Cabriolet,11,11,NA,1,0,17,1,3,12,1,20,20,1,FWD,NA,4,4,0,1385,1400,1793,4854
420517,1,1,1,4,11,3,1,0,0,CHEVROLET,2011,TRAVERSE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,1,1,1,12,1,2,12,2,8,8,3,AWD,4,4,5,0.155,2224,1849,1991,5207
420523,1,1,1,4,11,NA,20,0,7,SUBARU,2011,OUTBACK,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,12,1,1,43,0,18,8,3,AWD,4,4,4,0.174,1622,1679,1821,4780
420526,1,1,1,4,11,20,NA,0,7,SUBARU,2018,CROSSTREK,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,5,1,2,24,0,16,NA,3,AWD,4,4,4,0.156,1486,1615,1800,4465
420527,1,1,1,4,11,20,1,0,7,PONTIAC,2001,SUNFIRE,Coupe,11,11,1,1,1,22,1,1,35,0,12,12,NA,NA,NA,4,3.5,0,1175,1354,1694,4590
420531,1,1,1,4,11,20,NA,0,0,NISSAN,2011,XTERRA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,NA,NA,NA,1,1,42,0,19,19,2,4WD,NA,NA,NA,0.256,1967,1902,1854,4540
420539,1,1,1,0,11,NA,20,0,0,SUBARU,2012,LEGACY,Sedan/Saloon,11,11,0,1,0,11,1,1,8,0,19,19,3,AWD,4,4,5,0.101,1525,1506,1786,4735
420540,1,1,1,4,11,3,NA,0,7,CADILLAC,2019,XT4,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,4,1,1,30,0,15,NA,3,AWD,4,4,5,0.154,1758,1628,1882,4600
420543,1,1,1,4,11,3,1,0,7,FORD,1997,TAURUS,Wagon,11,11,1,1,1,26,1,2,12,1,13,NA,NA,NA,NA,4,4,0,1530,1382,1857,5050
420544,1,1,1,4,11,20,2,2,7,NISSAN,2009,370Z,Coupe,11,11,1,NA,NA,NA,1,1,43,0,23,23,7,RWD,NA,NA,NA,0,1466,1316,1844,4244
420549,2,1,1,3,11,NA,99,0,0,AUDI,1996,A4,Sedan/Saloon,11,11,0,2,0,27,1,3,12,7,20,21,NA,NA,NA,5,4,0,1280,1415,1733,4520
420549,2,2,2,3,13,20,99,0,0,AUDI,1996,A4,Sedan/Saloon,11,11,0,2,0,27,1,3,12,7,20,21,NA,NA,NA,5,4,0,1280,1415,1733,4520
420557,1,1,1,4,11,20,20,1,7,CHEVROLET,2006,SILVERADO,Pickup,12,12,1,1,1,17,1,1,24,0,20,20,2,4WD,NA,3,4,0.185,2322,1875,1994,5768
420561,2,1,1,0,11,3,NA,0,0,GMC,2016,YUKON,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,1,0,7,1,2,12,6,17,18,2,4WD,5,5,5,0.222,2509,1890,2045,5179
420563,1,1,1,4,11,20,1,0,7,CHEVROLET,2004,IMPALA,Sedan/Saloon,11,11,1,2,1,19,1,3,12,2,16,16,NA,NA,NA,5,5,0,1544,1448,1852,5080
420563,1,2,2,3,13,20,1,0,0,CHEVROLET,2004,IMPALA,Sedan/Saloon,11,11,0,2,1,19,1,3,12,2,16,16,NA,NA,NA,5,5,0,1544,1448,1852,5080
420567,2,1,1,0,11,3,20,0,0,CHEVROLET,2011,TAHOE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,1,0,12,1,6,12,1,19,NA,2,4WD,5,4,5,0.228,2548,1953,2007,5131
420568,1,1,1,4,11,3,3,0,0,JEEP,2008,GRAND CHEROKEE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,1,NA,NA,NA,1,3,12,6,16,16,2,4WD,NA,5,5,0.191,1958,1720,1862,4740
420577,1,1,1,4,11,3,1,0,7,CHEVROLET,2004,MALIBU,Sedan/Saloon,11,11,1,1,1,19,1,2,12,6,13,NA,NA,NA,NA,4,4,0,1494,1463,1773,4783
420580,1,1,1,4,11,20,20,0,7,LINCOLN,2002,CONTINENTAL,Sedan/Saloon,11,11,1,1,1,21,1,3,12,6,17,17,NA,NA,NA,NA,NA,0,1772,1430,1890,5255
420582,1,1,1,4,11,20,NA,0,7,CADILLAC,2015,SRX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,8,1,1,42,0,11,11,3,AWD,4,4,5,0.164,1980,1669,1910,4834
420583,2,1,1,0,11,3,20,0,0,FORD,2014,EDGE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,9,1,2,12,1,17,17,3,AWD,3,3,3,0.14,1943,1702,1930,4679
420586,1,1,1,0,11,20,20,0,0,LINCOLN,2011,MKS,Sedan/Saloon,11,11,0,1,0,12,1,1,8,0,10,10,3,AWD,NA,NA,NA,0.118,1917,1565,1915,5184
420592,1,1,1,2,11,3,NA,0,0,CHEVROLET,2017,TRAVERSE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,2,0,6,1,4,12,2,6,NA,3,AWD,5,5,5,0.155,2138,1849,1994,5159
420592,1,2,2,0,21,11,3,0,0,CHEVROLET,2017,TRAVERSE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,2,0,6,1,4,12,2,6,NA,3,AWD,5,5,5,0.155,2138,1849,1994,5159
420598,2,1,1,4,11,20,1,1,7,PONTIAC,2007,TORRENT,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,3,1,16,1,4,12,2,19,20,3,AWD,NA,5,5,0.164,1770,1760,1815,4785
420598,2,2,2,3,NA,20,20,0,0,PONTIAC,2007,TORRENT,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,3,1,16,1,4,12,2,19,20,3,AWD,NA,5,5,0.164,1770,1760,1815,4785
420598,2,3,2,3,13,20,20,2,0,PONTIAC,2007,TORRENT,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,3,1,16,1,4,12,2,19,20,3,AWD,NA,5,5,0.164,1770,1760,1815,4785
420599,2,1,1,0,11,3,1,0,0,CHEVROLET,2012,TRAVERSE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,3,0,11,1,5,12,2,17,NA,3,AWD,4,4,5,0.155,2166,1849,1994,5207
420599,2,2,2,2,13,3,1,0,0,CHEVROLET,2012,TRAVERSE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,3,0,11,1,5,12,2,17,NA,3,AWD,4,4,5,0.155,2166,1849,1994,5207
420599,2,3,2,2,23,3,NA,0,0,CHEVROLET,2012,TRAVERSE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,3,0,11,1,5,12,2,17,NA,3,AWD,4,4,5,0.155,2166,1849,1994,5207
420600,3,1,1,4,11,20,1,2,7,CHEVROLET,2002,CAVALIER,Sedan/Saloon,11,11,1,1,1,21,1,6,12,1,17,17,NA,NA,NA,4,3.5,0,1187,1400,1712,4580
420602,1,1,1,0,11,3,20,0,0,FORD,2017,EDGE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,2,0,6,1,2,8,0,20,21,3,AWD,5,5,5,0.155,1841,1742,1928,4778
420602,1,2,2,0,13,3,20,0,0,FORD,2017,EDGE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,2,0,6,1,2,8,0,20,21,3,AWD,5,5,5,0.155,1841,1742,1928,4778
420603,2,1,1,2,11,3,NA,0,0,SUBARU,2019,LEGACY,Sedan/Saloon,11,11,0,1,0,4,1,1,12,1,1,NA,3,AWD,5,5,5,0.101,1572,1500,1840,4802
420605,1,1,1,4,11,20,20,0,7,HONDA,1998,CIVIC,Sedan/Saloon,11,11,1,1,1,25,1,1,17,0,20,20,NA,NA,NA,4,4,0,1092,1374,1704,4448
420609,1,1,1,2,11,3,20,0,0,DODGE,2008,NITRO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,1,0,15,1,6,12,6,16,16,2,4WD,NA,5,5,0.219,1855,1775,1857,4544
420613,2,1,1,0,11,3,20,0,0,CHEVROLET,2016,COLORADO,Pickup,11,11,0,1,0,7,1,2,12,1,11,NA,2,4WD,4,4,4.5,0.213,1968,1788,1887,5392
420616,1,1,1,4,11,3,20,0,0,SUBARU,2015,OUTBACK,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,2,1,8,1,5,12,6,12,12,3,AWD,5,5,5,0.175,1699,1679,1839,4816
420616,1,2,2,1,13,3,20,0,0,SUBARU,2015,OUTBACK,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,2,1,8,1,5,12,6,12,12,3,AWD,5,5,5,0.175,1699,1679,1839,4816
420618,1,1,1,4,11,20,1,0,0,CHEVROLET,2005,CAVALIER,Sedan/Saloon,11,11,1,2,1,18,1,5,12,7,19,19,NA,NA,NA,4,4,0,1195,1400,1712,4587
420618,1,2,2,3,13,3,1,0,0,CHEVROLET,2005,CAVALIER,Sedan/Saloon,11,11,0,2,1,18,1,5,12,7,19,19,NA,NA,NA,4,4,0,1195,1400,1712,4587
420618,2,1,1,0,11,3,20,0,0,SUBARU,2016,FORESTER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,2,0,7,1,5,12,7,19,19,3,AWD,4,4,5,0.169,1525,1735,1796,4409
420618,2,2,2,0,13,3,20,0,0,SUBARU,2016,FORESTER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,2,0,7,1,5,12,7,19,19,3,AWD,4,4,5,0.169,1525,1735,1796,4409
420619,1,1,1,4,11,20,NA,0,0,TOYOTA,2017,PRIUS,Hatchback/Liftback/Notchback,11,11,1,1,1,6,1,3,12,6,13,13,1,FWD,4,4,4,0.107,1365,1476,1760,4540
